TUCASEID,TULINENO,EEINCOME1,ERBMI,ERHHCH,ERINCOME,ERSPEMCH,ERTPREAT,ERTSEAT,ETHGT,ETWGT,EUDIETSODA,EUDRINK,EUEAT,EUEXERCISE,EUEXFREQ,EUFASTFD,EUFASTFDFRQ,EUFFYDAY,EUFDSIT,EUFINLWGT,EUSNAP,EUGENHTH,EUGROSHP,EUHGT,EUINCLVL,EUINCOME2,EUMEAT,EUMILK,EUPRPMEL,EUSODA,EUSTORES,EUSTREASON,EUTHERM,EUWGT,EUWIC,EXINCOME1
20150605151843,1,2,25.7,3,3,5,60,60,0,0,-1,1,1,2,-1,1,2,2,1,  9146638.330976,1,4,1,64,6,1,1,1,1,2,1,1,1,150,2,0
20150605151848,1,1,28.3,3,1,-1,30,11,0,0,1,1,1,2,-1,1,1,2,1, 10307802.135941,2,2,1,63,6,-1,1,2,1,1,1,2,2,160,2,0
20150605151849,1,1,28.1,3,1,5,30,0,0,0,-1,2,2,1,7,1,2,2,1,  8353289.474600,2,1,2,69,6,-1,-1,-1,2,-1,-1,-1,-1,190,2,0
20150605151852,1,2,44.3,3,3,-1,25,0,0,0,2,1,2,2,-1,1,1,2,1,  5560457.913392,2,3,1,63,6,1,1,1,1,1,1,6,2,250,-1,0
20150605151853,1,1,46.0,3,1,4,15,0,0,0,2,1,2,2,-1,1,5,2,1,  9860112.617111,2,2,1,66,6,-3,1,2,1,1,2,2,1,285,-1,81
20150605151855,1,1,30.4,3,1,5,40,10,0,0,1,1,1,1,3,1,1,2,1,  5813487.337190,2,2,2,68,6,-1,1,2,1,1,-1,-1,2,200,-1,0
20150605151863,1,1,35.9,3,1,-1,60,0,0,0,-1,2,2,1,-2,2,-1,-1,1,  4173255.766640,1,4,2,59,6,-2,1,2,1,-1,-1,-1,2,178,2,73
20150605151864,1,2,27.9,3,3,1,25,-2,0,0,-1,2,-2,2,-1,2,-1,-1,1, 16033208.517720,2,2,1,69,6,1,2,2,1,-1,1,4,-1,189,2,0
20150605151865,1,1,25.8,3,1,5,310,0,0,0,2,1,2,1,3,1,4,1,1,  5693057.909339,2,2,3,70,6,-1,1,2,1,1,2,1,2,180,2,0
20150605151868,1,2,24.7,3,3,-1,125,0,0,0,-1,1,2,2,-1,2,-1,-1,1,  4900928.281178,2,2,1,62,6,1,1,2,1,2,1,3,2,135,2,0
20150605151869,1,1,35.9,3,1,5,90,0,0,0,-1,1,2,1,3,1,3,2,1,  4952133.201616,2,3,2,72,6,-1,-1,-1,2,2,-1,-1,-1,265,-1,0
20150605151877,1,1,24.8,3,1,5,139,5,0,0,-1,1,1,1,7,2,-1,-1,1,  6018896.139583,2,1,1,60,6,-1,1,2,1,2,2,1,2,127,-1,0
20150605151880,1,1,32.3,3,1,5,120,0,0,0,-1,1,2,2,-1,2,-1,-1,1,  5035150.307357,2,3,1,66,6,-1,1,2,1,2,1,1,2,200,2,0
20150605151887,1,2,34.0,3,5,-1,80,0,0,0,-1,2,2,1,2,2,-1,-1,2,  1361017.512076,2,4,1,61,6,2,1,2,1,-1,5,3,2,180,-1,0
20150605151888,1,1,-1.0,3,1,-1,35,0,-1,-1,-1,2,2,-3,-1,-3,-1,-1,-3, 32174155.962650,-3,-3,1,-3,6,-3,-1,-1,-3,-1,1,1,-1,-3,-1,83
20150605151889,1,1,32.6,3,1,5,30,15,0,0,2,1,1,1,2,1,3,2,1, 13041626.625629,2,2,2,64,6,-1,1,2,1,1,-1,-1,2,190,2,0
20150605151891,1,1,29.2,3,1,-1,85,30,0,0,-1,2,1,1,2,2,-1,-1,1, 11619230.873538,2,2,1,72,6,-1,1,2,1,-1,1,2,1,215,2,0
20150605151901,1,1,43.4,3,1,-1,50,5,0,0,-1,1,1,2,-1,1,2,2,1,  6116315.882862,2,3,1,67,6,-1,1,2,1,2,2,1,2,277,2,0
20150605151903,1,1,37.4,3,1,1,120,0,0,0,2,1,2,1,2,2,-1,-1,1,  2074461.185228,2,1,2,59,6,-3,1,2,1,1,-1,-1,2,185,-1,84
20150605151910,1,2,25.8,3,3,5,110,0,0,0,-1,2,2,1,2,1,2,1,1, 13830936.860825,2,2,1,68,6,1,2,2,1,-1,2,1,-1,170,-1,0
20150605151912,1,1,20.4,3,1,5,85,18,0,0,-1,1,1,1,4,2,-1,-1,1,  3853367.993467,2,1,1,68,6,-1,1,2,1,2,3,2,2,134,2,0
20150605151913,1,1,25.6,1,1,-1,25,15,0,0,-1,1,1,2,-1,1,1,2,1,  6110802.615604,2,1,1,64,6,-1,2,2,1,2,1,2,-1,149,-1,0
20150605151919,1,1,23.9,3,1,5,60,10,0,0,-1,2,1,1,3,1,14,2,1,  6019051.218027,2,2,1,73,6,-1,1,2,1,-1,1,2,2,181,2,0
20150605151920,1,1,49.6,3,1,-1,30,10,0,0,-1,1,1,2,-1,2,-1,-1,1, 27941063.977172,2,3,1,63,6,-2,-1,-1,2,2,1,2,-1,280,2,75
20150605151922,1,1,41.6,3,1,5,70,150,0,0,1,1,1,1,7,1,1,2,1,  3753579.486645,2,3,3,63,6,-1,1,2,1,1,1,1,2,235,-1,0
20150605151924,1,1,37.1,3,1,3,200,0,0,0,-1,1,2,1,1,2,-1,-1,1,  1796517.757717,2,3,1,66,6,-1,1,2,1,2,1,4,2,230,-1,0
20150605151929,1,2,27.5,3,5,-1,50,20,0,0,1,1,1,1,1,2,-1,-1,1,  2411231.402480,2,3,1,64,6,2,2,2,1,1,4,1,-1,160,-1,0
20150605151932,1,1,25.8,3,1,-1,0,0,0,0,-1,2,2,1,6,1,1,2,1, 11657459.264083,2,1,2,69,6,-1,-1,-1,2,-1,-1,-1,-1,175,-1,0
20150605151935,1,1,28.5,3,1,-1,105,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  9246136.409485,2,3,3,77,6,-1,1,2,3,-1,1,5,2,240,-1,0
20150605151936,1,1,21.9,3,1,5,100,10,0,0,-1,1,1,1,2,2,-1,-1,1,  5601764.095065,2,2,3,62,6,-1,1,2,1,2,2,2,2,120,-1,0
20150605151946,1,1,21.1,3,1,-1,110,0,0,0,-1,1,2,1,7,2,-1,-1,1,  1880516.186823,2,1,1,67,6,-1,1,2,1,2,1,3,2,135,2,0
20150605151948,1,2,24.3,3,3,-1,15,0,0,0,2,1,1,2,-1,1,4,2,1,  3277839.217570,2,3,1,67,6,1,2,2,1,1,-2,-1,-1,155,-1,0
20150605151955,1,1,26.2,3,1,5,140,0,0,0,-1,2,2,1,7,2,-1,-1,1,  6100314.830594,2,1,3,75,6,-1,1,2,1,-1,3,1,2,210,-1,0
20150605151957,1,2,25.8,3,5,-1,60,5,0,0,-1,1,1,1,5,2,-1,-1,1,  2620407.153403,2,2,1,65,6,2,1,2,1,2,1,2,2,155,-1,0
20150605151959,1,1,22.8,3,1,5,80,0,0,0,-1,1,2,1,2,1,3,2,1,  7113500.745003,2,1,1,65,6,-1,1,2,1,2,1,4,2,137,-1,0
20150605151960,1,1,26.3,3,1,-1,110,10,0,0,-1,2,1,2,-1,1,5,1,1,  1299988.899840,2,3,1,62,6,-1,1,2,1,-1,1,2,2,144,-1,0
20150605151962,1,2,23.8,3,5,-1,120,0,0,0,-1,2,2,1,3,2,-1,-1,1,  3063082.655671,2,2,1,61,6,3,1,2,1,-1,2,1,2,126,2,0
20150605151965,1,1,28.8,3,1,5,20,26,0,0,-1,1,1,1,1,1,4,2,1,  3709036.334507,2,3,2,69,6,-1,-1,-1,2,2,-1,-1,-1,195,2,0
20150605151966,1,1,26.6,3,1,5,20,0,0,0,-1,1,2,1,2,1,2,1,1, 14272670.562041,2,1,1,66,6,-1,1,2,1,2,1,4,2,165,2,0
20150605151973,1,1,48.5,3,1,-1,25,20,0,0,-1,1,1,2,-1,2,-1,-1,1,  2432919.171174,2,3,1,62,6,-1,1,2,1,2,1,1,2,265,-1,0
20150605151974,1,1,18.6,3,1,-1,40,242,0,0,-1,2,1,1,7,1,10,1,1, 12055581.729689,2,3,3,63,6,-2,-1,-1,2,-1,2,2,-1,105,2,73
20150605151981,1,2,31.8,3,5,5,30,10,2,0,2,1,1,1,4,1,2,2,1,  6059270.813397,2,2,1,56,6,2,1,2,1,1,2,3,2,142,-1,0
20150605151984,1,1,27.2,3,1,5,40,30,0,0,2,1,1,2,-1,1,2,1,1,  8608798.914019,2,2,2,71,6,-1,-1,-1,2,1,-1,-1,-1,195,2,0
20150605151985,1,3,22.6,3,2,5,75,0,0,0,-1,1,2,1,3,2,-1,-1,1,  4080884.778448,2,2,1,66,6,-1,1,2,1,2,2,2,2,140,2,0
20150605151986,1,1,32.2,3,1,5,45,20,0,0,2,1,1,1,3,1,3,1,1,  3154058.004842,2,3,1,60,6,-3,1,2,3,1,1,3,2,165,-1,84
20150605151989,1,1,43.0,3,1,4,25,10,0,0,2,1,1,2,-1,1,2,1,1, 21902610.862130,2,4,1,70,6,-1,1,2,1,1,2,2,2,300,1,0
20150605151990,1,2,25.7,3,5,5,85,0,0,0,-1,2,2,1,4,2,-1,-1,1, 16472565.174118,2,3,1,63,6,2,1,2,1,-1,1,1,1,145,-1,0
20150605151999,1,1,31.8,3,1,5,120,0,0,0,-1,2,2,1,14,2,-1,-1,1,  4823492.795270,2,4,1,64,6,-1,1,2,1,-1,1,6,2,185,-1,0
20150605152000,1,3,29.5,3,2,-1,45,0,0,0,-1,1,2,1,3,1,1,1,1, 49275465.731847,2,2,1,61,6,-1,1,2,1,2,1,3,2,156,2,0
20150605152011,1,2,42.2,3,5,-1,45,0,0,0,2,1,2,1,2,1,1,2,1,  3752677.225120,1,4,1,62,6,2,1,2,1,1,1,1,1,231,2,0
20150605152012,1,1,23.0,3,1,5,30,30,0,0,-1,2,1,2,-1,2,-1,-1,1,  2986234.447606,2,2,2,71,6,-1,-1,-1,2,-1,-1,-1,-1,165,2,0
20150605152016,1,1,25.6,3,1,5,30,15,0,0,1,1,1,1,7,1,2,2,1,  7149527.181543,2,2,1,62,6,-1,1,2,1,1,1,1,2,140,2,0
20150605152018,1,1,30.0,3,1,-1,40,2,0,0,-1,1,1,1,4,1,2,1,1,  3021472.936864,2,3,1,65,6,-1,1,2,1,2,2,1,2,180,-1,0
20150605152020,1,1,27.4,3,1,-1,30,10,0,0,1,1,1,2,-1,2,-1,-1,1,  4153769.636012,2,2,1,66,6,-1,1,2,1,1,1,4,2,170,-1,0
20150605152022,1,3,20.6,3,2,5,30,10,0,0,-1,1,1,1,5,2,-1,-1,1,  3383719.351523,2,2,1,64,6,-1,1,2,1,2,2,1,2,120,-1,0
20150605152023,1,2,30.5,3,5,-1,45,0,0,0,-1,1,2,1,2,2,-1,-1,1,  5817069.291152,1,2,1,71,6,2,1,2,1,2,1,3,2,219,-1,0
20150605152024,1,2,20.4,3,5,-1,15,345,0,0,2,1,1,1,7,2,-1,-1,1,  9062391.418347,1,1,1,68,6,3,1,2,1,1,1,1,2,134,-1,0
20150605152028,1,1,-1.0,3,1,-1,0,0,0,-1,-1,1,2,2,-1,2,-1,-1,1, 26798728.509663,2,3,2,63,6,-2,-1,-1,2,2,-1,-1,-1,-3,1,75
20150605152029,1,1,-1.0,3,1,-1,60,0,0,-1,1,1,2,1,6,1,4,2,1,  4828711.095395,2,4,1,61,6,-3,1,2,1,1,1,4,2,-3,-1,85
20150605152035,1,2,40.4,3,3,-1,10,5,0,0,-1,1,1,1,7,2,-1,-1,1,  3382106.236254,2,5,1,72,6,1,1,2,1,2,5,1,2,298,-1,0
20150605152038,1,1,21.8,1,1,5,85,0,0,0,-1,2,2,1,5,1,1,2,1,  3407388.133528,2,1,1,62,6,-1,2,2,1,-1,1,2,-1,119,2,0
20150605152041,1,1,29.6,3,1,5,60,0,0,0,-1,1,2,2,-1,1,1,2,1, 11826570.729883,2,3,3,67,6,-1,1,2,1,2,5,1,2,189,-1,0
20150605152042,1,1,24.3,3,1,5,95,0,0,0,-1,1,2,1,6,1,1,2,1, 10246486.065482,2,2,1,68,6,-1,1,2,1,2,1,2,2,160,2,0
20150605152046,1,1,30.7,3,1,-1,30,5,0,0,1,1,1,1,4,2,-1,-1,1,  6358134.314539,2,5,1,70,6,-1,1,2,1,1,1,2,2,214,-1,0
20150605152047,1,3,34.2,1,2,4,60,0,0,0,1,1,2,2,-1,1,1,1,1, 13356254.303193,2,4,1,63,6,-1,1,2,1,1,2,4,1,193,2,0
20150605152051,1,1,-1.0,3,1,-1,50,5,0,-1,-1,1,1,1,4,2,-1,-1,1,  2006959.247815,2,1,1,68,6,-1,1,2,1,2,1,1,2,-3,-1,0
20150605152053,1,1,25.1,3,1,5,35,0,0,0,-1,2,2,1,3,2,-1,-1,1, 24861394.900800,2,1,2,71,6,-1,-1,-1,2,-1,-1,-1,-1,180,2,0
20150605152058,1,1,19.3,3,1,5,85,0,0,0,2,1,2,2,-1,1,4,2,1, 10281636.208893,2,2,1,67,6,-1,1,2,1,1,2,2,2,123,2,0
20150605152059,1,1,-1.0,3,1,5,90,10,0,-1,2,1,1,2,-1,1,3,1,1, 15202741.299823,2,4,2,67,6,-1,-1,-1,2,1,-1,-1,-1,-3,-1,0
20150605152062,1,2,27.0,3,5,-1,10,0,0,0,2,1,2,1,1,1,3,2,2,  3554299.348283,2,4,1,69,6,2,1,2,1,1,1,6,2,183,-1,0
20150605152067,1,2,25.1,3,3,5,150,15,0,0,-1,2,1,1,3,2,-1,-1,1,  3163729.645131,1,3,2,73,6,1,-1,-1,2,-1,-1,-1,-1,190,2,0
20150605152071,1,3,23.2,3,2,4,165,0,0,0,2,1,2,2,-1,1,4,1,1,  4800651.570486,2,3,3,64,6,-1,1,2,1,1,2,3,2,135,2,0
20150605152076,1,1,26.3,3,1,1,0,0,0,0,-1,1,2,1,7,2,-1,-1,1,  7086451.987706,2,5,2,69,6,-1,1,2,1,2,-1,-1,2,178,-1,0
20150605152077,1,3,30.5,3,2,5,90,0,0,0,-1,2,2,2,-1,1,2,2,1,  8180308.934471,2,3,2,72,6,-1,-1,-1,2,-1,-1,-1,-1,225,-1,0
20150605152089,1,1,30.1,3,1,5,135,15,0,0,1,1,1,1,1,1,2,2,1,  7624767.988794,2,3,3,68,6,-1,-1,-1,2,1,1,1,-1,198,-1,0
20150605152090,1,2,22.1,1,5,5,20,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  6414688.284234,2,4,1,63,6,2,1,2,1,-1,2,1,2,125,-1,0
20150605152091,1,2,20.7,1,5,-1,150,10,0,0,2,1,1,1,3,1,1,2,1,  4211244.802555,2,1,1,69,6,2,1,2,1,1,2,1,2,140,2,0
20150605152093,1,2,30.3,3,5,5,90,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  8328960.907318,1,2,2,69,6,2,-1,-1,2,-1,-1,-1,-1,205,2,0
20150605152096,1,1,24.0,3,1,5,30,30,0,0,-1,1,1,1,3,2,-1,-1,1, 17490451.147830,2,1,3,71,6,-1,1,2,3,2,1,3,2,172,2,0
20150605152097,1,1,21.6,3,1,5,90,0,0,0,1,1,2,1,4,1,2,2,1,  3372148.362678,2,2,3,65,6,-1,-1,-1,2,1,1,1,-1,130,2,0
20150605152098,1,1,33.7,1,1,1,150,0,0,0,-1,2,2,1,7,1,1,2,1,  7109304.229890,2,3,2,71,6,-1,1,2,3,-1,-1,-1,2,242,2,0
20150605152102,1,1,26.4,3,1,5,40,0,0,0,-1,2,2,1,7,2,-1,-1,1,  8422311.359531,2,2,3,70,6,-1,-1,-1,2,-1,2,2,-1,184,2,0
20150605152104,1,2,32.4,3,3,5,90,45,0,0,2,1,1,2,-1,2,-1,-1,1,  9959334.929905,2,3,2,68,6,1,-1,-1,2,1,-1,-1,-1,213,-1,0
20150605152107,1,1,24.3,3,1,-1,125,0,0,0,-1,2,2,1,7,1,3,1,1, 11159280.792750,2,2,2,73,6,-2,1,2,1,-1,-1,-1,2,184,2,73
20150605152115,1,1,27.4,3,1,-1,110,0,0,0,-1,2,2,1,5,1,1,2,1, 14822812.901054,2,2,2,66,6,-2,-1,-1,2,-1,-1,-1,-1,170,2,73
20150605152116,1,1,28.5,3,1,-1,105,0,0,0,-1,2,2,1,3,2,-1,-1,1,  2803985.978718,2,2,1,72,6,-1,1,2,1,-1,1,5,2,210,-1,0
20150605152118,1,2,-1.0,3,5,5,120,0,-1,0,-1,1,2,2,-1,1,7,1,1,  5799655.674868,2,2,1,-2,6,2,1,2,1,2,1,2,2,203,2,0
20150605152119,1,1,25.8,3,1,-1,50,0,0,0,-1,1,2,2,-1,1,1,2,1,  4019256.824403,2,2,3,71,6,-1,1,2,1,2,2,2,1,185,2,0
20150605152120,1,1,40.2,3,1,5,30,0,0,0,3,1,2,2,-1,1,3,1,1,  2996597.235202,2,4,1,70,6,-1,-1,-1,2,1,1,6,-1,280,-1,0
20150605152127,1,2,24.4,3,2,-1,33,0,0,0,-1,2,2,2,-1,1,3,2,1,  2258644.768359,2,4,1,70,6,-3,2,2,1,-1,4,2,-1,170,-1,0
20150605152134,1,2,38.3,3,3,-1,30,5,0,0,2,1,1,2,-1,1,2,1,1,  2253823.081985,2,4,1,65,6,1,1,2,1,1,2,1,2,230,2,0
20150605152136,1,1,25.8,3,1,5,60,20,0,0,-1,1,1,1,2,1,2,2,1,  4990892.529779,2,3,1,71,6,-1,-1,-1,2,2,1,1,-1,185,2,0
20150605152138,1,1,25.7,1,1,-1,55,0,0,0,-1,2,2,2,-1,1,1,1,1, 14943966.839397,1,1,1,67,6,-1,1,2,1,-1,2,2,2,164,2,0
20150605152140,1,1,33.2,3,1,-1,100,0,0,0,-1,2,2,2,-1,1,3,2,1,  8506313.758236,2,3,1,72,6,-1,1,2,1,-1,2,2,2,245,-1,0
20150605152141,1,1,24.1,2,1,5,35,5,0,0,2,1,1,1,3,2,-1,-1,1,  4199114.647355,2,1,1,62,6,-1,1,2,1,1,1,2,2,132,2,0
20150605152145,1,1,25.0,3,1,5,35,0,0,0,2,1,2,2,-1,2,-1,-1,1,  6740051.867649,2,3,2,74,6,-1,-1,-1,2,1,-1,-1,-1,195,2,0
20150605152147,1,1,36.0,3,1,5,20,0,0,0,-1,1,2,2,-1,1,7,1,1,  3290044.884470,2,3,1,67,6,-1,1,2,1,2,1,2,2,230,-1,0
20150605152148,1,1,36.0,3,1,-1,150,2,0,0,-1,1,1,1,2,1,6,1,1, 28982008.577084,2,1,1,64,6,-1,1,2,1,2,1,2,2,210,2,0
20150605152150,1,1,24.7,3,1,-1,15,10,0,0,-1,2,1,1,4,1,1,1,1,  3558299.262800,2,2,1,67,6,-1,1,2,1,-1,2,2,2,158,-1,0
20150605152153,1,1,30.1,3,1,5,100,1,0,0,-1,2,1,1,2,1,1,2,1,  4235604.976099,2,2,2,68,6,-1,-1,-1,2,-1,-1,-1,-1,198,-1,0
20150605152159,1,1,33.9,3,1,5,190,20,0,0,-1,2,1,1,3,1,8,2,1,  6081458.459339,2,2,2,72,6,-1,-1,-1,2,-1,-1,-1,-1,250,-1,0
20150605152162,1,1,23.3,1,1,-1,90,30,0,0,-1,2,1,1,4,1,1,2,1,  5706126.786192,2,2,2,65,6,-1,1,2,1,-1,-1,-1,2,140,-1,0
20150605152173,1,3,30.1,3,2,-1,45,0,0,0,2,1,2,2,-1,2,-1,-1,1, 13078510.389515,2,4,1,68,6,-1,1,2,1,1,2,1,2,198,2,0
20150605152177,1,1,26.6,1,1,1,10,35,0,0,-1,1,1,1,5,1,1,2,1, 13710688.529466,2,3,1,66,6,-1,1,2,1,2,1,3,2,165,-1,0
20150605152186,1,2,20.6,3,3,5,125,0,0,0,-1,2,2,2,-1,1,6,2,1,  2383333.169948,2,1,1,72,6,1,1,2,3,-1,2,1,2,152,2,0
20150605152191,1,1,21.6,3,1,4,30,45,0,0,-1,1,1,1,4,1,4,2,1,  4786474.075675,2,4,1,65,6,-1,1,2,1,2,1,4,2,130,-1,0
20150605152196,1,1,23.9,3,1,5,90,10,0,0,-1,1,1,1,7,2,-1,-1,1, 14254720.175324,2,2,3,63,6,-1,2,2,1,2,1,4,-1,135,-1,0
20150605152201,1,1,23.0,3,1,-1,30,10,0,0,-1,1,1,1,2,2,-1,-1,1, 11339986.605456,2,3,2,63,6,-1,-1,-1,2,2,-1,-1,-1,130,2,0
20150605152206,1,3,25.6,3,2,4,50,0,0,0,-1,2,2,1,7,2,-1,-1,1, 12517669.491662,2,3,1,62,6,-1,1,2,1,-1,1,2,2,140,2,0
20150605152208,1,2,23.6,3,3,-1,15,22,0,0,-1,1,1,2,-1,2,-1,-1,1,  2765027.264229,2,3,1,66,6,1,1,2,1,2,1,1,2,146,-1,0
20150605152214,1,1,24.7,3,1,5,110,0,0,0,-1,2,2,1,5,1,2,2,1,  2374846.304695,2,1,2,70,6,-1,-1,-1,2,-1,-1,-1,-1,172,2,0
20150605152219,1,2,23.5,3,5,-1,60,0,0,0,-1,2,2,1,1,2,-1,-1,1,  6658330.899548,1,3,1,67,6,2,1,2,1,-1,4,3,1,150,-1,0
20150605152224,1,1,31.8,3,1,5,40,52,0,0,-1,1,1,1,4,1,2,2,1,  5375394.576863,2,2,1,68,6,-1,1,2,3,2,1,4,2,209,-1,0
20150605152226,1,2,25.0,3,5,-1,80,0,0,0,2,1,2,1,4,1,2,1,1,  1082321.823668,1,3,1,65,6,2,1,2,1,1,2,2,2,150,1,0
20150605152227,1,2,20.0,3,5,-1,0,60,0,0,-1,2,1,2,-1,2,-1,-1,2, 19511317.334184,2,3,2,65,6,3,-1,-1,2,-1,-1,-1,-1,120,1,0
20150605152229,1,1,25.1,3,1,-1,30,20,0,0,-1,2,1,1,3,1,6,1,1,  4959580.960700,2,3,1,69,6,-1,1,2,1,-1,1,2,2,170,-1,0
20150605152231,1,1,27.3,3,1,5,50,0,0,0,1,1,2,1,4,1,1,2,1,  2167549.074394,2,3,1,72,6,-1,1,2,1,1,1,1,1,201,2,0
20150605152234,1,1,26.4,3,1,5,150,0,0,0,-1,2,2,1,5,2,-1,-1,1,  5309906.932933,2,1,3,61,6,-1,2,2,3,-1,1,-2,-1,140,2,0
20150605152237,1,1,34.4,3,1,5,0,20,0,0,1,1,1,1,14,2,-1,-1,1, 15100997.308424,2,3,3,70,6,-1,-1,-1,2,1,5,6,-1,240,-1,0
20150605152242,1,2,21.3,3,3,5,155,5,0,0,-1,2,1,1,7,1,3,1,1, 23067149.373768,2,1,3,63,6,1,1,2,1,-1,1,1,2,120,2,0
20150605152246,1,1,31.7,3,1,-1,30,120,0,0,1,1,1,1,7,1,2,1,2,  5388736.947116,2,3,1,73,6,-1,1,2,1,1,5,1,2,240,-1,0
20150605152250,1,2,26.5,3,5,-1,95,0,0,0,-1,2,2,1,2,2,-1,-1,1,  6221312.917905,2,1,1,67,6,2,1,2,1,-1,1,2,1,169,-1,0
20150605152253,1,1,37.2,3,1,-1,47,0,0,0,-1,2,2,1,3,1,1,2,1, 15996098.996253,2,1,2,68,6,-2,-1,-1,2,-1,-1,-1,-1,245,2,73
20150605152259,1,1,24.3,3,1,-1,30,15,0,0,-1,2,1,1,2,1,1,1,1, 11675975.433405,2,2,2,63,6,-1,-1,-1,2,-1,-1,-1,-1,137,2,0
20150605152261,1,2,17.9,3,5,-1,85,0,0,2,-1,1,2,1,7,2,-1,-1,1,  6705315.814377,2,4,1,62,6,3,1,2,1,2,1,2,2,98,-1,0
20150605152270,1,2,24.4,3,3,-1,35,0,0,0,-1,1,2,2,-1,2,-1,-1,1,  3873888.916863,2,2,1,72,6,1,1,2,1,2,1,1,2,180,-1,0
20150605152271,1,2,30.0,3,3,-1,135,0,0,0,-1,2,2,1,1,1,1,1,1,  2942465.979714,2,2,1,62,6,1,1,2,1,-1,1,2,2,164,-1,0
20150605152273,1,2,21.5,3,3,-1,130,0,0,0,-1,1,2,1,2,2,-1,-1,1,  3644624.007356,2,3,1,66,6,1,2,2,1,2,1,2,-1,133,-1,0
20150605152276,1,2,28.3,3,3,-1,35,0,0,0,2,1,2,2,-1,1,1,1,1,  4769666.564528,2,3,1,62,6,1,1,2,1,1,1,2,2,155,-1,0
20150605152279,1,1,25.8,3,1,5,35,20,0,0,-1,1,1,1,4,1,2,2,1,  7390693.954382,2,2,1,71,6,-1,1,2,3,2,2,1,2,185,2,0
20150605152283,1,3,20.6,2,2,-1,30,0,0,0,-1,2,2,2,-1,2,-1,-1,2, 16273469.694614,2,2,1,64,6,-1,2,2,1,-1,2,1,-1,120,1,0
20150605152284,1,1,27.5,3,1,5,110,10,0,0,-1,1,1,1,3,1,2,1,1,  5807642.947092,2,2,1,69,6,-1,1,2,3,2,3,3,2,186,2,0
20150605152285,1,1,28.1,3,1,5,70,5,0,0,-1,2,1,1,3,1,2,2,1,  3185535.621750,2,1,2,69,6,-1,1,2,3,-1,-1,-1,2,190,2,0
20150605152286,1,3,30.3,3,2,-1,30,30,0,0,-1,2,1,1,4,2,-1,-1,1,  3138157.553458,2,1,1,65,6,-1,1,2,1,-1,1,2,2,182,2,0
20150605152287,1,2,33.3,3,5,-1,130,0,0,0,-1,2,2,2,-1,2,-1,-1,1, 10792915.428467,2,2,2,65,6,3,-1,-1,2,-1,-1,-1,-1,200,2,0
20150605152303,1,1,31.0,3,1,5,30,2,0,0,-1,1,1,1,5,2,-1,-1,1,  7849281.253177,2,2,1,69,6,-1,-1,-1,2,2,3,4,-1,210,2,0
20150605152308,1,1,25.1,3,1,5,30,15,0,0,-1,1,1,2,-1,1,1,2,1,  7368633.586868,2,1,3,70,6,-1,1,2,1,2,1,3,1,175,2,0
20150605152309,1,1,21.3,3,1,-1,40,277,0,0,-1,1,1,1,2,1,3,2,1,  5787406.403756,2,2,1,68,6,-1,1,2,1,2,2,2,2,140,-1,0
20150605152314,1,1,30.1,3,1,5,10,3,0,0,-1,1,1,1,7,1,2,1,1,  2209746.442902,2,1,2,67,6,-1,-1,-1,2,2,-1,-1,-1,192,2,0
20150605152318,1,2,25.0,1,5,4,40,0,0,0,-1,2,2,1,5,1,3,1,1, 12712105.538465,2,1,2,65,6,2,-1,-1,2,-1,-1,-1,-1,150,2,0
20150605152320,1,1,25.8,3,1,-1,0,75,0,0,-1,1,1,2,-1,1,3,1,1,  1554454.752627,2,3,1,68,6,-1,1,2,1,2,1,4,2,170,-1,0
20150605152324,1,3,21.9,3,2,5,0,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  2533592.470645,2,5,2,75,6,-1,-1,-1,2,-1,-1,-1,-1,175,-1,0
20150605152325,1,1,27.7,3,1,-1,0,35,0,0,-1,1,1,1,6,1,1,2,1,  3397794.806854,2,3,1,73,6,-1,1,2,1,2,1,2,2,210,-1,0
20150605152328,1,2,38.0,3,5,5,60,5,0,0,-1,2,1,1,5,1,2,2,1, 14671294.436612,1,2,1,68,6,2,1,2,1,-1,1,2,1,250,2,0
20150605152333,1,1,25.1,3,1,5,75,15,0,0,-1,2,1,1,4,1,1,2,1,  4043650.007221,2,1,2,69,6,-1,-1,-1,2,-1,-1,-1,-1,170,2,0
20150605152337,1,-1,-1.0,3,-1,5,60,0,-1,-1,-1,2,2,-1,-1,1,-1,-1,-1, 10937067.210946,-1,-1,2,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20150605152339,1,1,21.7,3,1,5,120,0,0,0,-1,2,2,1,-2,2,-1,-1,1,  3549166.120155,2,2,2,61,6,-2,1,2,1,-1,-1,-1,2,115,2,73
20150605152344,1,3,25.1,3,2,5,50,60,0,0,-1,1,1,1,5,2,-1,-1,1,  3700035.699147,2,2,3,69,6,-1,-1,-1,2,2,1,4,-1,170,-1,0
20150605152348,1,3,-1.0,3,2,5,195,0,0,-1,-1,2,2,2,-1,1,1,2,1, 13940246.342821,2,3,1,60,6,-1,1,2,1,-1,2,3,2,-3,-1,0
